homosexual	major	24	true
homosexual	clear	6	false
homosexual	executive	8	true
homosexual	health	20	true
homosexual	dissatisfied	5	false
homosexual	requests	6	false
homosexual	sarcoma	9	true
homosexual	minority	9	true
homosexual	institute	8	true
homosexual	awarded	6	false
homosexual	calling	11	true
homosexual	therefore	9	true
homosexual	hiring	5	false
homosexual	suggested	12	true
homosexual	males	10	true
homosexual	relations	22	true
homosexual	run	9	true
homosexual	strong	5	false
homosexual	set	15	true
homosexual	sex	35	true
homosexual	marriages	11	true
homosexual	six	12	true
homosexual	large	32	true
homosexual	change	12	true
homosexual	son	18	true
homosexual	sponsored	6	false
homosexual	contacts	11	true
homosexual	opposition	9	true
homosexual	same	31	true
homosexual	blood	14	true
homosexual	allegations	13	true
homosexual	discharged	12	true
homosexual	anal	11	true
homosexual	became	8	true
homosexual	too	6	false
homosexual	offering	5	false
homosexual	two	76	true
homosexual	speech	7	true
homosexual	house	13	true
homosexual	business	9	true
homosexual	opposing	9	true
homosexual	hours	13	true
homosexual	back	17	true
homosexual	measured	6	false
homosexual	showing	15	true
homosexual	measures	9	true
homosexual	attempt	13	true
homosexual	condemnation	7	true
homosexual	right	31	true
homosexual	bank	5	false
homosexual	later	14	true
homosexual	star	5	false
homosexual	stay	5	false
homosexual	seeks	6	false
homosexual	waiters	6	false
homosexual	treat	5	false
homosexual	numbers	10	true
homosexual	incest	5	false
homosexual	use	12	true
homosexual	bars	31	true
homosexual	across	13	true
homosexual	addicts	6	false
homosexual	work	9	true
homosexual	seems	9	true
homosexual	wore	6	false
homosexual	stop	20	true
homosexual	tried	5	false
homosexual	spring	6	false
homosexual	private	26	true
homosexual	television	18	true
homosexual	special	17	true
homosexual	trial	14	true
homosexual	jokes	5	false
homosexual	called	29	true
homosexual	remain	12	true
homosexual	such	30	true
homosexual	featured	5	false
homosexual	chairman	6	false
homosexual	financial	5	false
homosexual	suit	8	true
homosexual	countries	7	true
homosexual	effect	7	true
homosexual	way	15	true
homosexual	issues	22	true
homosexual	am	7	true
homosexual	issued	7	true
homosexual	panel	24	true
homosexual	sides	8	true
homosexual	explaining	5	false
homosexual	language	9	true
homosexual	denied	22	true
homosexual	form	5	false
homosexual	four	19	true
homosexual	won	12	true
homosexual	expelled	6	false
homosexual	never	30	true
homosexual	student	19	true
homosexual	adopt	6	false
homosexual	oppose	9	true
homosexual	bridge	7	true
homosexual	discovered	7	true
homosexual	maintains	7	true
homosexual	seat	7	true
homosexual	decision	31	true
homosexual	seen	7	true
homosexual	up	60	true
homosexual	privacy	19	true
homosexual	churches	12	true
homosexual	conclude	5	false
homosexual	reports	25	true
homosexual	sent	12	true
homosexual	rejected	8	true
homosexual	earlier	10	true
homosexual	conduct	31	true
homosexual	area	7	true
homosexual	named	12	true
homosexual	dismiss	6	false
homosexual	yesterday	57	true
homosexual	names	5	false
homosexual	three-judge	5	false
homosexual	affected	7	true
homosexual	preference	19	true
homosexual	defense	5	false
homosexual	arts	5	false
homosexual	things	7	true
homosexual	yet	10	true
homosexual	opponent	7	true
homosexual	best	9	true
homosexual	history	7	true
homosexual	penalizing	5	false
homosexual	free	6	false
homosexual	active	13	true
homosexual	refugees	11	true
homosexual	fund-raising	9	true
homosexual	march	7	true
homosexual	sometimes	5	false
homosexual	questions	5	false
homosexual	culture	5	false
homosexual	action	21	true
homosexual	linked	9	true
homosexual	article	11	true
homosexual	number	28	true
homosexual	pointed	5	false
homosexual	couples	26	true
homosexual	face	5	false
homosexual	saying	11	true
homosexual	popular	6	false
homosexual	individuals	8	true
homosexual	fall	5	false
homosexual	killings	6	false
homosexual	bathhouses	12	true
homosexual	firmly	6	false
homosexual	close	6	false
homosexual	developed	10	true
homosexual	party	9	true
homosexual	local	8	true
homosexual	views	5	false
homosexual	decisions	8	true
homosexual	brought	16	true
homosexual	ship	5	false
homosexual	raised	8	true
homosexual	threatening	5	false
homosexual	either	5	false
homosexual	show	20	true
homosexual	shot	5	false
homosexual	unusual	5	false
homosexual	once	8	true
homosexual	shut	6	false
homosexual	figures	8	true
homosexual	ones	10	true
homosexual	affiliate	7	true
homosexual	gaining	6	false
homosexual	only	45	true
homosexual	national	29	true
homosexual	jobs	6	false
homosexual	studies	8	true
homosexual	resigned	5	false
homosexual	majority	7	true
homosexual	bisexual	17	true
homosexual	lover	18	true
homosexual	counseling	8	true
homosexual	sign	7	true
homosexual	acquired	46	true
homosexual	full	6	false
homosexual	deputy	7	true
homosexual	commemorate	6	false
homosexual	aides	9	true
homosexual	residents	9	true
homosexual	apartment	7	true
homosexual	should	44	true
homosexual	bill	35	true
